jmdict_seq,kana,kanji,waller_definition,jlpt_level
1512150,かえる,返る,"to return, to come back, to go back",N1
1217850,かおつき,顔付き,"(outward) looks, features, face, countenance, expression",N1
1250600,かかげる,掲げる,"to publish, to print, to carry (an article), to put up, to hang out, to hoist, to fly (a sail), to float (a",N1
1573310,かかと,踵,(shoe) heel,N1
1589840,かかり,係り,"official, duty, person in charge",N1
1195750,かがい,課外,extracurricular,N1
1589970,かきとり,書き取り,dictation,N1
1343780,かきとる,書き取る,"to write down, to take dictation, to take notes",N1
1399880,かきまわす,掻き回す,"to stir up, to churn, to ransack, to disturb",N1
1253900,かく,欠く,"to lack, to break, to crack, to chip",N1
1206100,かく,角,"1. angle, 2. bishop (shogi)",N1
1205510,かく,核,"nucleus, kernel",N1
1205270,かく,格,"status, character, case",N1
1189710,かく,佳句,beautiful passage of literature,N1
1197050,かく,画,stroke,N1
1205340,かくさ,格差,"qualitative difference, disparity",N1
1205180,かくさん,拡散,"scattering, diffusion",N1
1205040,かくしゅ,各種,"every kind, all sorts",N1
1607110,かくしゅう,隔週,every other week,N1
1205870,かくしん,確信,"conviction, confidence",N1
1206470,かくしん,革新,"reform, innovation",N1
1205880,かくてい,確定,"definition (math), decision, settlement",N1
1205750,かくとく,獲得,"acquisition, possession",N1
1205920,かくほ,確保,"guarantee, ensure, maintain, insure, secure",N1
1206500,かくめい,革命,revolution,N1
1206030,かくりつ,確立,establishment,N1
1590040,かけ,賭け,"betting, gambling, a gamble",N1
1207600,かけ,掛け,credit,N1
1244800,かけあし,駆け足,"running fast, double time",N1
1191910,かけい,家計,"household economy, family finances",N1
1244710,かけっこ,駆けっこ,(foot) race,N1
1570710,かける,翔る,"to run (race esp. horse), to gallop, to canter",N1
1244720,かける,駆ける,"to run (race esp. horse), to gallop, to canter",N1
1444840,かける,賭ける,"to wager, to bet, to risk, to stake, to gamble",N1
1194480,かげつ,ヶ月,#NAME?,N1
1190120,かこう,加工,"manufacturing, processing, treatment",N1
1186980,かごう,化合,chemical combination,N1
1372890,かさばる,嵩張る,"to be bulky, to be unwieldy, to grow voluminous",N1
1372880,かさむ,嵩む,"to pile up, to increase",N1
1583710,かざぐるま,風車,"1. windmill, 2. pinwheel",N1
1002790,かしこまりました,畏まりました,certainly!,N1
2764440,かしゃ,華奢,"luxury, pomp, delicate, slender, gorgeous",N1
1590250,かしょ,箇所,"passage, place, point, part",N1
2859761,かしょう,火傷,"burn, scald",N1
1590280,かじょうがき,箇条書き,"itemized form, itemization",N1
1610640,かじる,噛る,"to chew, to bite (at), to gnaw, to nibble, to munch, to crunch, to have a smattering of",N1
1590290,かすか,微か,"faint, dim, weak, indistinct, hazy, poor, wretched",N1
1196520,かすむ,霞む,"to grow hazy, to be misty",N1
1186740,かする,化する,"to change into, to convert into, to transform, to be reduced, to influence, to improve (someone)",N1
1636530,かする,擦る,"to touch lightly, to take a percentage (from)",N1
1194060,かせい,火星,Mars (planet),N1
1187210,かせき,化石,"fossil, petrifaction, fossilization",N1
1193520,かせん,河川,rivers,N1
1187250,かせん,化繊,synthetic fibres,N1
1196220,かそ,過疎,depopulation,N1
1196230,かた,過多,"excess, superabundance",N1
1582640,かたい,難い,"difficult, hard",N1
1590350,かたおもい,片思い,unrequited love,N1
1577915,かたき,敵,"enemy, rival",N1
1222250,かたぎ,気質,"spirit, character, trait, temperament, disposition",N1
1511640,かたこと,片言,"a smattering, talk like a baby, speak haltingly",N1
1511780,かたづけ,片付け,"tidying up, finishing",N1
1578210,かたぶく,傾く,"to incline toward, to slant, to lurch, to heel over, to be disposed to, to trend toward, to be prone to, to",N1
1249420,かたむける,傾ける,"to incline, to list, to bend, to lean, to tip, to tilt, to slant, to concentrate on, to ruin (a country), to",N1
1266570,かためる,固める,"to harden, to freeze, to fortify",N1
1590420,かたよる,偏る,"to be one-sided, to incline, to be partial, to be prejudiced, to lean, to be biased",N1
1590440,かたわら,傍ら,"beside(s), while, nearby",N1
1195820,かだい,課題,"subject, theme, task",N1
1590460,かだん,花壇,flower bed,N1
1192240,かちく,家畜,"domestic animals, livestock, cattle",N1
1197170,かっき,画期,epoch-making,N1
1208410,かっぱつ,活発,"vigor, active",N1
1208840,かつ,且つ,"yet, and",N1
,かつ,割,"divide, cut, halve, separate, split, rip, break, crack, smash, dilute",N1
1581210,かつて,嘗て,"once, ever",N1
1584800,かど,門,gate,N1
1208870,かなう,叶う,to come true (wish),N1
1208880,かなえる,叶える,to grant (request wish),N1
1779760,かなづち,金槌,"1. (iron) hammer, 2. punishment",N1
1682400,かなぼう,鉄棒,"iron rod, crowbar, horizontal bar (gymnastics)",N1
1590560,かなり,可成,"considerably, fairly, quite",N1
1190430,かにゅう,加入,"becoming a member, joining, entry, admission, subscription, affiliation, adherence, signing",N1
1578130,かねぐら,金庫,"safe, vault, treasury, provider of funds",N1
2826481,かねごと,予言,"prediction, promise, prognostication",N1
1542850,かねて,兼ねて,simultaneously,N1
1186150,かばん,下番,going off duty,N1
1195610,かび,華美,"pomp, splendor, gaudiness",N1
1194890,かふん,花粉,pollen,N1
1208970,かぶしき,株式,stock (company),N1
1222350,かぶれる,気触れる,"to react to, to be influenced by, to go overboard for",N1
1195930,かへい,貨幣,"money, currency, coinage",N1
1279690,かまえ,構え,"posture, pose, style",N1
1279700,かまえる,構える,to set up,N1
1190570,かみ,加味,"seasoning, flavoring",N1
1209200,かみきる,噛み切る,"to bite off, to gnaw through",N1
1196460,かみつ,過密,crowded,N1
1491110,かめ,瓶,earthenware pot,N1
1002970,かもしれない,かも知れない,"may, might, perhaps, may be, possibly",N1
1209350,かゆ,粥,(rice) gruel,N1
1569570,かゆい,痒い,"itchy, itching",N1
1567650,からかう,揶揄う,"to ridicule, to tease, to banter with, to make fun of",N1
1409140,からだ,身体,the body,N1
1409680,からだつき,体付き,"body build, figure",N1
1548520,からむ,絡む,"to entangle, to entwine",N1
1323540,かり,借り,"borrowing, debt, loan",N1
1186520,かり,下吏,lower official,N1
1590710,カルタ,加留多,(pt:) (n) playing cards (pt: carta),N1
1568740,かれる,涸れる,"to dry up, to run out",N1
1196490,かろう,過労,"overwork, strain",N1
1365870,かろうじて,辛うじて,"barely, narrowly, just manage to do st",N1
1581310,かわ,側,"side, row, surroundings, part, (watch) case",N1
1577200,かわいい,可愛い,"pretty, cute, lovely, charming, dear, darling, pet",N1
1190730,かわいがる,可愛がる,"to love, to be affectionate",N1
1590740,かわいそう,可哀想,"poor, pitiable, pathetic",N1
1190740,かわいらしい,可愛らしい,"lovely, sweet",N1
1590750,かわす,交わす,"to exchange (messages), to dodge, to parry, to avoid, to turn aside",N1
1590820,かわる,代わる,"to take the place of, to relieve, to be substituted for, to be exchanged, to change places with, to take",N1
1590830,かわるがわる,代わる代わる,alternately,N1
,かん,乾,"heaven, emperor",N1
1577650,かん,管,"pipe, tube",N1
1577640,かん,幹,(tree) trunk,N1
1577620,かん,冠,"crown, diadem, first, best, peerless, cap, naming, designating, initiating on coming of age, top character ra",N1
1214770,かん,観,"look, appearance, spectacle",N1
1929870,かん,館,"house, hall, building, hotel, inn, guesthouse",N1
1214270,かんい,簡易,"simplicity, easiness, quasi-",N1
1212310,かんがい,感慨,"strong feelings, deep emotion",N1
2866134,かんき,寒気,"cold, frost, chill",N1
1214290,かんけつ,簡潔,"brevity, conciseness, simplicity",N1
1215130,かんげん,還元,"resolution, reduction, return to origins",N1
1210570,かんこう,刊行,"publication, issue",N1
1212680,かんこう,慣行,"customary practice, habit, traditional event",N1
1210970,かんこく,勧告,"advice, counsel, remonstrance, recommendation",N1
1213810,かんご,看護,"nursing, (army) nurse",N1
1213150,かんご,漢語,"Chinese word, Sino-Japanese word",N1
1212820,かんさん,換算,"conversion, change, exchange",N1
1213680,かんし,監視,"observation, guarding, inspection, surveillance",N1
1212700,かんしゅう,慣習,usual (historical) custom,N1
1214930,かんしゅう,観衆,"spectators, onlookers, members of the audience",N1
1212050,かんしょう,干渉,"interference, intervention",N1
1212440,かんしょく,感触,"sense of touch, feeling, sensation",N1
1590870,かんじん,肝心,"essential, fundamental, crucial, vital, main",N1
1213000,かんせい,歓声,"cheer, shout of joy",N1
1212470,かんせん,感染,"infection, contagion",N1
1212140,かんせん,幹線,"main line, trunk line",N1
1215930,かんぜい,関税,"customs, duty, tariff",N1
1214300,かんそ,簡素,"simplicity, plain",N1
1215000,かんてん,観点,point of view,N1
1212550,かんど,感度,"sensitivity, severity (quake)",N1
1212170,かんぶ,幹部,"management, (executive) staff, leaders",N1
1210870,かんべん,勘弁,"pardon, forgiveness, forbearance",N1
1590970,かんぺき,完璧,"perfection, completeness, flawless",N1
1212620,かんむりょう,感無量,"deep feeling, inexpressible feeling, filled with emotion",N1
1211120,かんゆう,勧誘,"invitation, solicitation, canvassing, inducement, persuasion, encouragement",N1
1216050,かんよ,関与,"participation, taking part in, participating in, being concerned in",N1
1212720,かんよう,慣用,"common, customary",N1
1211970,かんよう,寛容,"forbearance, tolerance, generosity",N1
1215040,かんらん,観覧,viewing,N1
1211860,かんりょう,官僚,"bureaucrat, bureaucracy",N1
1212750,かんれい,慣例,"custom, precedent, of convention",N1
1215160,かんれき,還暦,60th birthday,N1
1215110,かんろく,貫禄,"presence, dignity",N1
1214530,かんわ,緩和,"relief, mitigation",N1
,がい,蓋,"cover, lid, cap",N1
1204570,がい,街,"~street, ~quarters",N1
1203410,がいか,外貨,"imported goods, foreign money",N1
1203460,がいかん,外観,"appearance, exterior, facade",N1
1203940,がいしょう,外相,Foreign Minister,N1
1609490,がいする,害する,"to injure, to damage, to harm, to kill, to hinder",N1
1204470,がいせつ,概説,"general statement, outline",N1
1204700,がいとう,該当,"corresponding, answering to, coming under",N1
1204640,がいとう,街頭,in the street,N1
1204480,がいねん,概念,"general idea, concept, notion",N1
1204240,がいらい,外来,"imported, outpatient clinic",N1
1204510,がいりゃく,概略,"outline, summary, gist, in brief",N1
1206720,がくげい,学芸,"arts and sciences, liberal arts",N1
1206760,がくし,学士,university graduate,N1
1206950,がくせつ,学説,theory,N1
1207490,がくふ,楽譜,score (music),N1
1207200,がくれき,学歴,academic background,N1
1204380,がけ,崖,cliff,N1
1197950,がち,雅致,"artistry, good taste, elegance, grace",N1
1003190,がっくり,,heartbroken,N1
1284870,がっしょう,合唱,"chorus, singing in a chorus",N1
1003200,がっしり,,"firmly, solidly, tough",N1
1285100,がっち,合致,"agreement, concurrence, conforming to",N1
1003210,がっちり,,"solidly built, tightly, shrewd, calculating",N1
1609580,がっぴ,月日,(the) date,N1
1578970,がっぺい,合併,"combination, union, amalgamation, consolidation, merger, coalition, fusion, annexation, affiliation, incorpor",N1
1631750,がる,,feel,N1
1581310,がわ,側,"side, row, surroundings, part, (watch) case",N1
1217110,がん,癌,cancer,N1
1217150,がんか,眼科,ophthalmology,N1
1217180,がんきゅう,眼球,eyeball,N1
2862467,がんきょう,眼鏡,"spectacles, glasses",N1
1217680,がんこ,頑固,"stubbornness, obstinacy",N1
1218050,がんしょ,願書,written application or petition,N1
1217690,がんじょう,頑丈,"solid, firm, stout, burly, strong, sturdy",N1
1217360,がんせき,岩石,rock,N1
1261020,がんねん,元年,first year (of a specific reign),N1
1577800,がんぶつ,贋物,"imitation, counterfeit, forgery, sham",N1
1261080,がんらい,元来,"originally, primarily, essentially, logically, naturally",N1
1378440,き,生,"pure, undiluted, raw, crude",N1
1220540,き,期,"period, time",N1
1218150,きかく,企画,"planning, project",N1
1222970,きかく,規格,"standard, norm",N1
1423080,きかざる,着飾る,to dress up,N1
1218910,きかん,器官,"organ (of body), instrument",N1
1222810,きかん,季刊,quarterly (e.g. magazine),N1
1218440,きがい,危害,"injury, harm, danger",N1
1222120,きがね,気兼ね,"hesitance, diffidence, feeling constraint, fear of troubling someone, having scruples about doing someth",N1
1222110,きがる,気軽,"cheerful, buoyant, lighthearted",N1
1218450,きき,危機,crisis,N1
1505790,ききとり,聞き取り,listening comprehension,N1
1591070,ききめ,効き目,"effect, virtue, efficacy, impression",N1
1221310,ききょう,帰京,returning to Tokyo,N1
1219020,ききん,基金,"fund, foundation",N1
1220670,きけん,棄権,"abstain from voting, renunciation of a right",N1
1218810,きげき,喜劇,"comedy, funny show",N1
1591140,きげん,起源,"origin, beginning, rise",N1
1220940,きこう,機構,"mechanism, organization",N1
1220350,きこん,既婚,"marriage, married",N1
1223230,きさい,記載,"mention, entry",N1
1222310,きざ,気障,"affectation, conceit, snobbery",N1
1591160,きざし,兆し,"signs, omen, symptoms",N1
1573440,きしむ,軋む,"to jar, to creak, to grate",N1
1222270,きしょう,気象,"weather, climate",N1
1220610,きじつ,期日,"fixed date, settlement date",N1
1223280,きじゅつ,記述,"describing, descriptor",N1
