english_word,part_of_speech,german,cefr_level,guideword,topic
answer,noun,Antwort,A2,TEST,
answer,noun,Antwort,A1,REACTION,communication
answer,noun,Antwort,A2,DOOR/TELEPHONE,communication
answer,noun,Antwort,B1,SOLUTION,
answer,verb,Antwort,B1,TEST,
answer,verb,Antwort,A1,REACT,communication
answer,verb,Antwort,A2,DOOR/PHONE,communication
ant,noun,Ameise,B1,,animals
antibiotic,noun,Antibiotikum,C2,,body and health
anticipate,verb,antizipieren,C1,,
anticipation,noun,Vorwegnahme,C2,WAITING,
antique,noun,Antiquität,B1,,
antique,adjective,Antiquität,B1,,describing things
anti-social,adjective,asozial,C1,BEHAVIOUR,
anti-social,adjective,asozial,C1,PERSON,people: personality
a number of sth,phrase,eine Anzahl von,B2,,
an unknown quantity,phrase,eine unbekannte Größe,C2,IDIOM,
an uphill battle/struggle/task,phrase,ein harter Kampf/Kampf/Aufgabe,C2,,
anxiety,noun,Angst,B2,,people: personality
anxious,adjective,ängstlich,B1,WORRIED,people: personality
anxious,adjective,ängstlich,B2,EAGER,people: personality
anxiously,adverb,besorgt,B2,,people: personality
any,determiner,beliebig,A1,NOT IMPORTANT WHICH,describing things
any,determiner,beliebig,A1,SOME,describing things
any,adverb,beliebig,B1,,
anybody,pronoun,jemand,A2,IN QUESTIONS/NEGATIVES,
anybody,pronoun,jemand,B1,ANY PERSON,
"any day/minute/time, etc. now",phrase,jeden Tag/Minute/Uhrzeit usw. jetzt,B2,,
anyhow,adverb,jedenfalls,B2,DESPITE,communication
anyhow,adverb,jedenfalls,B2,EARLIER SUBJECT,communication
anyhow,adverb,jedenfalls,B2,MORE IMPORTANTLY,communication
anyhow,adverb,jedenfalls,C1,CHANGING STATEMENT,communication
anymore,adverb,mehr,A2,,
any more,phrase,mehr,A2,,
anyone,pronoun,irgendjemand,A2,IN QUESTIONS/NEGATIVES,
anyone,pronoun,irgendjemand,B1,ANY PERSON,
anything,pronoun,irgendetwas,A1,IN QUESTIONS/NEGATIVES,
anything,pronoun,irgendetwas,A1,NO MATTER WHICH,
"anything/as/what/whatever, etc. you please",phrase,"irgendetwas/wie/was/was auch immer usw., was Ihnen gefällt",C2,,
anything like,phrase,so etwas wie,B2,,
anyway,adverb,Trotzdem,A2,DESPITE,communication
anyway,adverb,Trotzdem,A2,CHANGE SUBJECT,communication
anyway,adverb,Trotzdem,B1,MORE IMPORTANTLY,communication
anywhere,adverb,überall,A2,IN QUESTIONS/NEGATIVES,
anywhere,adverb,überall,A2,ANY PLACE,describing things
anywhere near sth,phrase,irgendwo in der Nähe,C1,,
a/one hell of a,phrase,ein/eine verdammt gute,C2,,
apart,adverb,auseinander,B1,SEPARATE,describing things
apart,adverb,auseinander,B2,RELATIONSHIP,
apart,adverb,auseinander,B2,INTO PIECES,
apart from,phrase,"außer, abgesondert, ausgenommen",B1,,communication
apartment,noun,Wohnung,A2,,buildings
a passion for sth,phrase,eine Leidenschaft für,C1,,
a passport to sth,phrase,ein Reisepass für,C2,,
a pile of/ piles of sth,phrase,ein Haufen/Haufen von,B2,,describing things
a pity,phrase,Schade,A2,,communication
a plethora of sth,phrase,eine Fülle von,C2,,
apologetic,adjective,entschuldigend,C2,,people: personality
apologise,verb,sich entschuldigen,B1,,communication
apology,noun,Entschuldigung,B1,,communication
apostrophe,noun,Apostroph,B2,,communication
appalling,adjective,entsetzlich,C1,BAD,describing things
appalling,adjective,entsetzlich,C2,SHOCKING,describing things
apparent,adjective,ersichtlich,B2,OBVIOUS,
apparent,adjective,ersichtlich,C1,SEEMS TRUE,
apparently,adverb,scheinbar,B2,AS HEARD/READ,communication
apparently,adverb,scheinbar,B2,SEEMS TRUE,communication
appeal,noun,appellieren,B2,QUALITY,people: personality
appeal,noun,appellieren,C1,REQUEST,communication
appeal,verb,appellieren,B2,ATTRACT,people: personality
appeal,verb,appellieren,C1,REQUEST,communication
appeal,verb,appellieren,C2,FORMALLY ASK,
appear,verb,erscheinen,B1,BE SEEN,
appear,verb,erscheinen,B1,SEEM,
appear,verb,erscheinen,B2,BECOME AVAILABLE,shopping
appearance,noun,Aussehen,B1,WAY YOU LOOK,people: appearance
appearance,noun,Aussehen,B2,IN PUBLIC,arts and media
appearance,noun,Aussehen,B2,BECOMING AVAILABLE,shopping
"appear in/at/on, etc.",phrase,erscheinen in/am/am usw.,B1,,arts and media
appetite,noun,Appetit,C1,FOOD,food and drink
applaud,verb,applaudieren,C1,CLAP,
applaud,verb,applaudieren,C2,PRAISE,
applause,noun,Beifall,C1,,
apple,noun,Apfel,A1,,food and drink
appliance,noun,Gerät,C1,,
application,noun,Anwendung,B1,REQUEST,"communication, work"
application,noun,Anwendung,B2,COMPUTER SOFTWARE,technology
application,noun,Anwendung,C2,USE,
apply,verb,anwenden,B2,AFFECT,
apply,verb,anwenden,B1,REQUEST,"communication, work"
apply,verb,anwenden,C1,USE,
apply yourself,phrase,Bewerben Sie sich,C2,,
appoint,verb,ernennen,C1,,work
appointment,noun,Termin,A2,,"body and health, communication, work"
appointment,noun,Termin,C2,JOB,work
appreciate,verb,anerkennen,B2,VALUE,people: personality
appreciate,verb,anerkennen,C2,UNDERSTAND,
appreciation,noun,Anerkennung,B2,,people: personality
approach,verb,Ansatz,B1,COME CLOSE,people: actions
approach,verb,Ansatz,B2,DEAL WITH,
approach,noun,Ansatz,B2,COMING CLOSER,travel
approach,noun,Ansatz,B2,METHOD,
appropriate,adjective,geeignet,B2,,describing things
appropriately,adverb,angemessen,B2,,
approval,noun,Genehmigung,B2,GOOD OPINION,"communication, people: personality"
approval,noun,Genehmigung,B2,PERMISSION,communication
approve,verb,genehmigen,B1,AGREE,communication
approve,verb,genehmigen,B2,GOOD OPINION,people: personality
approximate,adjective,ungefähr,B2,,describing things
approximately,adverb,etwa,B1,,describing things
April,noun,April,A1,,
"a profound effect/impact/influence, etc.",phrase,eine tiefgreifende Wirkung/Auswirkung/Einfluss usw.,C2,,
"a public announcement/appearance/statement, etc.",phrase,eine öffentliche Ankündigung/Auftritt/Erklärung usw.,C2,,
"a quick/slow/good, etc. worker",phrase,ein schneller/langsamer/guter usw. Arbeiter,B1,,work
"a ray of comfort/hope, etc.",phrase,ein Strahl des Trostes/der Hoffnung usw.,C2,,people: personality
arbitrary,adjective,willkürlich,C2,,
arch,noun,Bogen,C2,,
arch,verb,Bogen,C2,,
archaeologist,noun,Archäologe,C1,,work
archaeology,noun,Archäologie,C1,,
architect,noun,Architekt,B1,,work
architecture,noun,Architektur,B1,STYLE,buildings
architecture,noun,Architektur,B1,SUBJECT,work
area,noun,Bereich,A2,REGION,natural world
area,noun,Bereich,B1,PART,buildings
area,noun,Bereich,B2,SUBJECT,
a reflection of sth,phrase,ein Spiegelbild von,C1,,
argue,verb,argumentieren,B1,DISAGREE,communication
argue,verb,argumentieren,B2,GIVE REASONS,communication
argument,noun,Argument,B1,DISAGREEMENT,communication
argument,noun,Argument,B2,REASON,communication
arid,adjective,trocken,C2,,natural world
a riot of sth,phrase,,C2,,
arise,verb,entstehen,C1,,
arm,noun,Arm,A1,BODY,body and health
arm,noun,Arm,C2,CHAIR,
armchair,noun,Sessel,A2,,buildings
armed,adjective,bewaffnet,B2,WEAPONS,
armed with sth,phrase,bewaffnet mit,C2,,
arm in arm,phrase,Arm in Arm,C2,,
army,noun,Armee,C2,ORGANIZED GROUP,
a roof over your head,phrase,ein Dach über dem Kopf,C2,,
a rough/bumpy ride,phrase,eine raue/holprige Fahrt,C2,IDIOM,
around,preposition,um,A2,IN A CIRCLE/CIRCULAR MOVEMENT,describing things
around,preposition,um,A2,TO OR IN A PLACE,describing things
around,adverb,um,A2,TO/IN A PLACE,describing things
around,preposition,um,A2,APPROXIMATELY,describing things
around,adverb,um,B1,IN A CIRCLE/CIRCULAR MOVEMENT,describing things
around,adverb,um,B1,OPPOSITE DIRECTION,
around,adverb,um,C2,EXISTING,
around/round the clock,phrase,rund um die Uhr,C1,IDIOM,
around/round the corner,phrase,um/um die Ecke,C2,,
arouse,verb,erregen,C2,,
arrange,verb,arrangieren,B1,PLAN,people: actions
arrange,verb,arrangieren,B2,PUT IN POSITION,people: actions
arrangement,noun,Anordnung,B1,PLANS,people: actions
arrangement,noun,Anordnung,B2,AGREEMENT,communication
arrangement,noun,Anordnung,B2,POSITION,
arrest,verb,verhaften,B1,,crime
arrest,noun,verhaften,B2,,crime
arrival,noun,Ankunft,B1,,"people: actions, travel"
arrival,noun,Ankunft,C1,NEW PERSON/THING,
arrival,noun,Ankunft,C2,BECOME AVAILABLE,
arrive,verb,ankommen,A2,REACH A PLACE,"people: actions, travel"
"arrive at an answer/conclusion/decision, etc.",phrase,zu einer Antwort/Schlussfolgerung/Entscheidung usw. gelangen.,C2,,
arrogant,adjective,arrogant,B2,,people: personality
arrow,noun,Pfeil,B2,SYMBOL,communication
arrow,noun,Pfeil,B2,WEAPON,shopping
art,noun,Kunst,A2,"PAINTINGS/DRAWINGS, ETC.",arts and media
art,noun,Kunst,C1,SKILL,
article,noun,Artikel,B1,NEWSPAPER,arts and media
article,noun,Artikel,B1,GRAMMAR,
artificial,adjective,künstlich,B2,NOT NATURAL,describing things
artificial,adjective,künstlich,C2,NOT SINCERE,people: personality
artificial intelligence,noun,künstliche Intelligenz,C2,,
artificially,adverb,künstlich,B2,,
artist,noun,Künstler,A2,,"arts and media, work"
artistic,adjective,künstlerisch,B2,CREATIVE ABILITY,"arts and media, people: personality"
artistic,adjective,künstlerisch,B2,RELATING TO ART,arts and media
"artistically/technically, etc. inclined",phrase,künstlerisch/technisch etc. veranlagt,C2,,people: personality
arts,phrase,Künste,B2,,arts and media
arts,phrase,Künste,C1,,education
a rule of thumb,phrase,eine Faustregel,C1,IDIOM,
a run of sth,phrase,ein Lauf von,C2,,
as,adverb,als,A1,JOB,work
as,adverb,als,A2,USE,
as,adverb,als,B1,BEING OR APPEARING,
as,conjunction,als,A2,BECAUSE,communication
as,conjunction,als,B1,LIKE,
as,conjunction,als,B1,WHILE,
as a consequence,phrase,als Konsequenz,C1,,
a safe bet,phrase,eine sichere Sache,C2,,
a safe place; somewhere safe,phrase,ein sicherer Ort; irgendwo sicher,C1,,
a sales/shop assistant,phrase,ein Verkäufer/Verkäufer,A2,,"shopping, work"
as a matter of fact,phrase,in der Tat,B2,,communication
as a result of sth,phrase,als Ergebnis,B2,,
as ... as,phrase,als ... als,A2,,
as a whole,phrase,als Ganzes,B2,,
as a whole,phrase,als Ganzes,B2,,describing things
a/sb's way of life,phrase,a/sbs Lebensstil,B1,,
a sense of humour,phrase,ein Sinn für Humor,B1,,people: personality
as far as I know,phrase,soweit ich weiß,B2,,communication
as far as sb is concerned,phrase,soweit es geht,B2,,
as far as sb is concerned,phrase,soweit es geht,B2,,communication
as far as sth is concerned,phrase,soweit es geht,B2,,
as far as sth is concerned,phrase,soweit es geht,B2,,communication
as follows,phrase,wie folgt,B2,,communication
as for,phrase,was,B2,,communication
a shade,phrase,ein Schatten,C1,,
a shame,phrase,Schade,A2,,people: personality
ashamed,adjective,beschämt,B1,EMBARRASSED,people: personality
"a sharp bend/turn, etc.",phrase,eine scharfe Kurve/Kurve usw.,C2,,
"a sharp contrast/difference, etc.",phrase,ein scharfer Kontrast/Unterschied usw.,C2,,
a sharp pain,phrase,ein stechender Schmerz,C2,,body and health
"a sharp rise/increase/drop, etc.",phrase,ein starker Anstieg/Anstieg/Abfall usw.,B2,,
"a sheet of paper/glass, etc.",phrase,ein Blatt Papier/Glas usw.,A2,,
"a short/ten-minute, etc. walk",phrase,ein kurzer/zehnminütiger usw. Spaziergang,B2,,
a shoulder to cry on,phrase,eine Schulter zum Ausweinen,C2,IDIOM,
aside,adverb,beiseite,B2,SAVE,
aside,adverb,beiseite,B2,MOVE TO SIDE,
aside from sth,phrase,neben,B2,,communication
as if,phrase,als ob,B2,,
as if/as though,phrase,als ob/als ob,B2,,
as it happens,phrase,wie es passiert,C1,,
as it stands,phrase,wie es aussieht,C2,,
ask,verb,fragen,A1,QUESTION,communication
ask,verb,fragen,B1,REQUEST,communication
ask,verb,fragen,A2,INVITE,communication
ask,verb,fragen,B1,WANT SOMETHING,communication
ask,verb,fragen,B1,WANT PERMISSION,communication
a skeleton crew/staff/service,phrase,eine Skelettbesatzung/Personal/Dienstleistung,C1,,work
ask yourself sth,phrase,frag dich,C2,,
a slap in the face,phrase,ein Schlag ins Gesicht,C2,IDIOM,
asleep,adjective,schlafend,B1,,body and health
a sleepless night,phrase,eine schlaflose Nacht,C1,,
as long as,phrase,solange,B1,,communication
as many as,phrase,so viele wie,C1,,
"as much/quickly/soon, etc. as possible",phrase,so viel/schnell/bald usw. wie möglich,A2,,
a/some degree of sth,phrase,ein/ein gewisses Maß an,C2,,
as opposed to,phrase,im Gegensatz zu,C2,,
a sore point,phrase,ein wunder Punkt,C2,IDIOM,
a sound/special/visual effect,phrase,ein Ton-/Spezial-/visueller Effekt,B1,,
aspect,noun,Aspekt,B2,,
aspiration,noun,Aspiration,C2,,
aspire to sth; aspire to do sth,phrase,"anstreben; danach streben, es zu tun",C2,,
aspirin,noun,Aspirin,B1,,body and health
as regards sth,phrase,in Bezug auf,B2,,
assault,noun,Angriff,C2,,
assault,verb,Angriff,C2,,
assemble,verb,montieren,C2,GROUP,
assemble,verb,montieren,C2,BUILD,
assembly,noun,Montage,C2,GROUP,
assembly,noun,Montage,C2,BUILD,
assert,verb,behaupten,C1,,communication
assertive,adjective,durchsetzungsfähig,C2,,people: personality
"assert your authority/control/independence, etc.",phrase,Behaupten Sie Ihre Autorität/Kontrolle/Unabhängigkeit usw.,C2,,
assert yourself,phrase,behaupten Sie sich,C2,,people: personality
assess,verb,bewerten,B2,,people: actions
assessment,noun,Bewertung,B2,,people: actions
asset,noun,Vermögenswert,C1,USEFUL,
asset,noun,Vermögenswert,C1,WORTH MONEY,money
assign,verb,zuordnen,C1,,
assignment,noun,Abtretung,C1,,
assign sb to sth,phrasal verb,zuordnen,C2,,
assist,verb,helfen,B2,,people: actions
assistance,noun,Hilfe,B2,,people: actions
assistant,noun,Assistent,B1,LESS IMPORTANT JOB,work
associate,verb,assoziieren,C1,TWO THINGS/PEOPLE,
associate with sb,phrasal verb,assoziieren mit,C2,,relationships
association,noun,Verein,B2,,
association,noun,Verein,C2,CONNECTION,
as/so long as,phrase,solange/solange,B1,,communication
as soon as,phrase,sobald,B1,,
as soon as possible,phrase,so schnell wie möglich,A2,,
assume,verb,annehmen,B2,,communication
"assume control/power/responsibility, etc.",phrase,Kontrolle/Macht/Verantwortung usw. übernehmen,C2,,
assumption,noun,Annahme,C1,,
assurance,noun,Sicherheit,C1,PROMISE,communication
assurance,noun,Sicherheit,C2,CONFIDENCE,people: personality
assure,verb,versichern,B2,SAY WITH CERTAINTY,communication
assure,verb,versichern,C1,MAKE CERTAIN,
as the/its name implies,phrase,wie der/sein Name schon sagt,C2,,
as though,phrase,als ob,B2,,
a stone's throw,phrase,einen Steinwurf entfernt,C2,IDIOM,
astonished,adjective,erstaunt,B2,,people: personality
astonishing,adjective,erstaunlich,B2,,people: personality
astonishment,noun,Erstaunen,B2,,people: personality
a stream of sth,phrase,ein Strom von,B2,,
a string of sth,phrase,eine Reihe von,C2,,
a stroke of luck,phrase,ein Glücksfall,C2,,
a stroll/trip/walk down memory lane,phrase,ein Spaziergang/ein Ausflug/ein Spaziergang in die Vergangenheit,C2,IDIOM,
"a strong chance/possibility, etc.",phrase,eine starke Chance/Möglichkeit usw.,C2,,
astronomy,noun,Astronomie,C2,,natural world
a suggestion of/that sth,phrase,ein Vorschlag davon,C2,,
a sure thing,phrase,eine sichere Sache,C1,,
as usual,phrase,wie gewöhnlich,A2,,
as well,phrase,sowie,A1,,communication
as well,phrase,sowie,A1,,
as well as,phrase,sowie,A2,,
as yet,phrase,bis jetzt,C1,,
as you know,phrase,wie du weißt,B1,,
at,preposition,bei,A1,PLACE,describing things
at,preposition,bei,A1,TIME,
at,preposition,bei,A1,DIRECTION,
at,preposition,bei,A1,EMAIL ADDRESS,"communication, technology"
at,preposition,bei,A2,CAUSE,communication
at,preposition,bei,B1,ABILITY,
at,preposition,bei,B2,AMOUNT,describing things
at a disadvantage,phrase,im Nachteil,C2,,
at a glance,phrase,auf einen Blick,C1,,
at all,phrase,überhaupt,B1,,
at all costs,phrase,um jeden Preis,B2,,
at a loss,phrase,ratlos,C2,,
at a loss for words,phrase,mir fehlen die Worte,C2,,
at an angle,phrase,schräg,C1,,
(at) any minute; any minute now,phrase,(zu) jeder Minute; Jeden Augenblick,B2,,
at any price,phrase,um jeden Preis,C2,IDIOM,
at any rate,phrase,jedenfalls,C2,,communication
a taste for sth,phrase,eine Vorliebe für,C2,,
at best,phrase,bestenfalls,C2,,
at/by your side,phrase,an/an deiner Seite,C2,,
at ease,phrase,entspannt,B2,,people: personality
at face value,phrase,zum Nennwert,C1,IDIOM,
at fault,phrase,schuld,B2,,
at first,phrase,anfangs,B1,,
at first sight,phrase,auf den ersten Blick,B2,,
at/from the outset,phrase,von Anfang an,C2,,
at hand,phrase,zur Hand,C1,,
at heart,phrase,im Herzen,C2,,
a/the prime example,phrase,ein/das Paradebeispiel,C2,,
a thing,phrase,eine Sache,B1,,
a thirst for sth,phrase,ein Durst nach,C2,,
"at his/its, etc. best",phrase,von seiner besten Seite usw,B1,,
athlete,noun,Athlet,B1,,"shopping, work"
athletic,adjective,sportlich,B2,,"body and health, shopping"
athletics,noun,Leichtathletik,B1,,shopping
a tight corner,phrase,eine enge Ecke,C2,IDIOM,
at issue,phrase,in Frage,C2,,
at least,phrase,mindestens,A2,,describing things
at least,phrase,mindestens,B1,,communication
at least,phrase,mindestens,B1,,describing things
at least,phrase,mindestens,B2,,communication
at length,phrase,ausführlich,C2,,
at (long) last,phrase,endlich (lang) endlich,B1,,
atmosphere,noun,Atmosphäre,B1,FEELING,
atmosphere,noun,Atmosphäre,B2,AIR INSIDE,buildings
atom,noun,Atom,B2,,natural world
atomic,adjective,atomar,B2,,technology
at once,phrase,auf einmal,B1,,
at once,phrase,auf einmal,C1,,
at one time or another,phrase,zu der einen oder anderen Zeit,C2,,
a touch,phrase,eine Berührung,C2,,describing things
at present,phrase,derzeit,B1,,
at random,phrase,zufällig,C1,,
at risk,phrase,gefährdet,B2,,
at sb's disposal,phrase,zur Verfügung,B2,,
at sb's expense,phrase,auf eigene Kosten,C2,,
at short notice,phrase,kurzfristig,C1,,
attach,verb,befestigen,B1,CONNECT,people: actions
attach,verb,befestigen,B1,COMPUTING,technology
attach,verb,befestigen,C2,INCLUDE,
"attach importance/value, etc. to sb/sth",phrase,etw. Bedeutung/Wert usw. beimessen,C2,,
attachment,noun,Anhang,B2,EQUIPMENT,
attachment,noun,Anhang,C2,FEELING,
attachment,noun,Anhang,B2,COMPUTING,technology
attack,verb,Angriff,B1,TRY TO HURT,"crime, people: actions"
attack,verb,Angriff,C1,CRITICIZE,communication
attack,verb,Angriff,C2,DISEASE,body and health
attack,noun,Angriff,B1,,"crime, people: actions"
attack,noun,Angriff,C2,CRITICISM,communication
attack,noun,Angriff,B1,SPORT,shopping
attain,verb,erreichen,C1,,
attainable,adjective,erreichbar,C2,,
attempt,verb,versuchen,B1,,people: actions
attempt,noun,versuchen,B2,,people: actions
attend,verb,teilnehmen,B1,BE PRESENT,people: actions
"attend a church/college/school, etc.",phrase,eine Kirche/Hochschule/Schule usw. besuchen,B1,,"education, people: actions"
