Rank,Hebrew,English,Pronunciation
651,בדיוק,exactly,bediyuk
652,שר,minister,sar
652,שר,sing (m.s.),shar
653,שאר,rest / remainder,sh'ar
654,ילדים,children,yeladim
655,יצאה,went out / came out (f.s.),yatsa
656,יתר,rest / remainder,yeter
657,האל,the god,ha'el
658,בספורט,in sport,besport
658,בספורט,in the sport,basport
659,עבודה,work,avoda
660,לחלוטין,totally / entirely / absolutely,lakhalutin
661,הפרוש,the meaning / the interpretation,haperush
662,קטנים,small / little (m.pl.),ktanim
663,נקודות,points,nekudot
664,עצמה,herself,atsma
664,עצמה,power / force / intensity,otsma
665,חוסר,lack / deficiency / shortage / deficit,khoser
666,בהתאם,accordingly,behet'em
667,תהליך,process,tahalikh
668,עצמי,myself / self,atsmi
669,במצב,at a state / in a situation,bematsav
669,במצב,at the state / in the situation,bamatsav
670,לבנות,to build,livnot
670,לבנות,for the girls,labanot
670,לבנות,for girls,lebanot
671,כנראה,probably,kanir'e
672,הטבע,the nature,hateva
673,העולמית,the global / the universal (f.s.),ha'olamit
674,אכן,indeed,akhen
675,בזכות,thanks to / due to / by right of,bizkhut
676,קבוצה,group,kvutsa
677,דין,judgment / sentence / law,din
678,מוסדות,institutes,mosadot
679,המדבר,the desert,hamidbar
680,השדרה,the boulevard,hasdera
681,בנק,bank,bank
682,לזה,for this (m.),laze
683,בפעם,[to] time,befa'am
684,לצאת,to go out / to come out,latset
685,סמוך,near / confident (m.s.),samukh
686,חי,living / alive (m.s.),khai
687,בנו,his son,bno
688,המצב,the state / the situation,hamatsav
689,דולר,dollar,dolar
690,ממשלת,government of,memshelet
691,עולם,world / universe,olam
692,ספורט,sport,sport
693,הליברלית,the liberal,haliberalit
694,החלבון,the protein,hakhelbon
695,שעות,hours,sha'ot
696,מתחת,under / beneath,mitakhat
697,בעלת,the owner of / has,ba'alat
698,חזרה,returned / repeated (f.s.),khazra
698,חזרה,repetition / rehearsal / back,khazara
699,לאור,in light of,le'or
700,עברה,passed / crossed / went through (f.s.),avra
701,הביאה,brought (f.s.),hevi'a
702,הגנרל,the general,hageneral
703,הגיעה,arrived (f.s.),hegi'a
704,בחודש,in a month,bekhodesh
704,בחודש,in the month,bakhodesh
705,צורך,need / necessity,tsorekh
706,משחק,game,mis'khak
707,תפקיד,role,tafkid
708,אלוף,champion,aluf
709,בדומה,like,bedome
710,תאי,cells of,ta'ei
710,תאי,cellular / my cell,ta'i
711,די,enough,day
712,בעיני,in the eyes of / in the opinion of,be'einei
712,בעיני,in my eyes / in my opinion,be'einai
713,קטנה,small / little (f.s.),ktana
714,במרכז,at the center,bamerkaz
714,במרכז,at the center of,bemerkaz
715,מהווה,is / constitutes (m.s.),mehave
716,יחסי,relative,yakhasi
716,יחסי,the relations of,yakhasei
717,הפועל,the worker / that operates,hapo'el
717,הפועל,the verb,hapo'al
718,אחדים,few,akhadim
719,מיוחד,special,meyukhad
720,ראה,saw (m.s.),ra'a
721,הנראה,the visible,hanir'e
722,לבן,white,lavan
722,לבן,for the son,laben
723,תנועה,movement / motion / traffic,tnu'a
724,לאחד,to one (m.),le'ekhad
725,העובדה,the fact,ha'uvda
726,דרכים,ways / roads,drakhim
727,לעיר,to a city,le'ir
727,לעיר,to the city,la'ir
728,הפעולה,the action / the operation / the deed / the transaction,hape'ula
729,הפכה,inverted / converted / turned / become / transformed (f.s.),hafkha
730,במלחמה,at war,bemilkhama
730,במלחמה,in the war,bamilkhama
731,העתיקה,the ancient / the old (f.s.),ha'atika
732,דו,bi-,du
733,גדוד,regiment,gdud
734,חמצן,oxygen,khamtsan
735,נא,please,na
736,פנים,face,panim
736,פנים,inside / interior,pnim
737,מלא,full (m.s.),male
738,לדעת,to know,lada'at
738,לדעת,in the opinion of,leda'at
739,עמדו,stood / were about to / endured / succeeded / insisted on (pl.),amdu
740,אדום,red (m.s.),adom
741,בסופו,at his end / at its end,besofo
742,החוק,the law,hakhok
743,הראשי,the main,harashi
744,השפעה,effect / influence,hashpa'a
745,הקולנוע,the cinema,hakolnoa
746,גבי,from the back / dorsal,gabi
747,לפחות,at least,lefakhot
748,מדבר,desert,midbar
749,מדינה,state,medina
750,כיצד,how,keytsad
751,מות,the death of,mot
752,הבינלאומי,the international (m.s.),habeynleumi
753,הנשק,the weapon,haneshek
754,בעברית,in Hebrew,be'ivrit
755,הוד,glory,hod
756,כעת,now,ka'et
757,כמובן,of course / certainly,kamuvan
758,משהו,something,mashehu
759,נהרגו,were killed,nehergu
760,הצדדים,the sides,hatsdadim
761,דרום,south,darom
762,בדרום,in the south,badarom
763,שמות,names,shemot
763,שמות,Book of Exodus (bible),shmot
764,אוכל,food,okhel
764,אוכל,eat (m.s.),okhel
764,אוכל,I will eat,okhal
764,אוכל,I will be able,ukhal
765,בשביל,for,bishvil
765,בשביל,on the path,bashvil
766,משם,from there,misham
767,מדובר,spoken / said / agreed,medubar
768,חזר,returned / repeated (m.s.),khozer
769,מקורות,sources,mekorot
770,מהן,what are (f.),mahen
771,מלבד,except,milvad
772,נתן,gave (m.s.),natan
773,עניין,matter / interest,inyan
774,חשיבות,importance,khashivut
775,צורת,shape of / form of,tsurat
776,הצפון,the north,hatsafon
777,האזור,the area / the region / the zone,ha'ezor
778,העיקריים,the main / the principal / the primary (m.pl.),ha'ikariym
779,העצמאות,the independence,ha'atsma'ut
780,נבחר,was elected / was selected / the elected / the selected (m.s.),nivkhar
781,ברוב,in most of,berov
782,והיה,and was (m.s.),vehaya
783,הללו,those,halalu
784,החליט,decided (m.s.),hekhlit
785,מבנים,structures,mivnim
786,עמו,his people,amo
786,עמו,with him,imo
787,לשמור,to keep / to guard / to protect,lishmor
788,מאשר,approves / confirms (m.s.),me'asher
789,נשים,women,nashim
790,בטיפול,in treatment,betipul
790,בטיפול,during the treatment,batipul
791,סנט,mocked / teased (m.s.),sanat
792,הממשל,the government,hamimshal
793,המסע,the journey,hamasa
794,ביקורת,criticism / inspection,bikoret
795,הנדסה,engineering,handasa
796,הלאה,further,hal'a
797,למדי,quite / rather,lemadai
798,הגשם,the rain,hageshem
799,במקרה,in case / accidentally,bemikre
800,החוף,the beach,hakhof
801,בנושא,on the subject of,benose
801,בנושא,on the subject,banose
802,האמנות,the art,ha'omanut
802,האמנות,the treaties / the conventions,ha'amanot
803,העכבישה,the spider (female),ha'akavisha
804,שבועות,weeks / Shavuot (Jewish holiday),shavu'ot
805,לבצע,to perform / to execute,levatse'a
806,למקום,to a place,lemakom
806,למקום,to the place,lamakom
807,במטרה,aimed at,bematara
808,מערב,west,ma'arav
809,הדרום,the south,hadarom
810,התיכון,the middle (m.s.) / the median (m.s.) / the high school / the Mediterranean (sea),hatikhon
811,מסע,journey,masa
812,כאן,here,kan
813,חצי,half,khetsi
814,באי,on the island,ba'i
814,באי,on an island,be'i
815,קבע,permanence / regularity,keva
815,קבע,career army,[tsva] keva
815,קבע,determined / fixed / set (m.s.),kava
816,חוק,law,khok
817,הגנה,defense,hagana
818,הדם,the blood,hadam
819,ובהם,and in them (m.),uvahem
820,הנושא,the subject,hanose
821,שיטות,methods,shitot
822,סוגי,kinds of / classes of / types of,sugei
823,תהילים,psalms,tehilim
824,שעל,that is on,she'al
824,שעל,step,sha'al
825,התהילה,the glory / the fame,hatehila
826,המשיכו,continued (pl.),himshikhu
827,גורם,factor / cause (m.s.),gorem
828,תושבי,the residents of,toshvei
829,הנוצרים,the Christian (m.pl.),hanotsrim
830,הזהב,the gold,hazahav
831,באזורים,in areas,be'ezorim
831,באזורים,in the areas,ba'ezorim
832,דווקא,actually / spitefully,davka
833,הפיסול,the sculpture,hapisul
834,הנמלים,the harbors,hanmalim
834,הנמלים,the ants,hanemalim
835,עושה,do / make (m.s.),ose
835,עושה,do / make (f.s.),osa
836,כסף,money,kesef
837,באמצע,in the middle,ba'emtsa
838,שמה,placed / put (f.s.),sama
838,שמה,there,shama
838,שמה,her name,shma
839,יורק,spits,yorek
840,רחוב,street,rekhov
841,יצר,created / made (m.s.),yatsar
842,האזרחים,the citizens,ha'ezrakhim
843,מגדל,tower,migdal
844,שאינם,that are not / that are not here (m.pl.),she'einam
845,הצבאי,the military (m.s.),hatsva'i
846,מרבית,most of,marbit
847,השיר,the song / the poem,hashir
848,הלילה,tonight / the night,halaila
849,קול,voice / sound,kol
850,ורק,and only,verak
851,מעין,spring,ma'ayan
852,במלחמת,in the war of,bemilkhemet
853,במערב,in the west,bama'arav
853,במערב,in the west of,bema'arav
854,מערבה,to the west,ma'arava
855,התוכנית,the program / the plan,hatokhnit
856,תה,tea,te
857,הזקן,the old (m.s.),hazaken
858,ערב,evening,erev
858,ערב,pleasant / surety,arev
859,עין,eye / fountain / spring,ayin
860,משרד,office / bureau / Ministry,misrad
861,מאחר,since,me'akhar
861,מאחר,late (m.s.),me'akher
862,בתחילה,at first / initially,batkhila
863,תנאי,condition / provision,tnai
863,תנאי,conditions of / provisions of,tna'ei
864,החיילים,the soldiers,hakhayalim
865,אביו,his father,aviv
866,הקשר,the tie / the bond / the link / the connection,hakesher
867,למלחמה,to war,lemilkhama
867,למלחמה,to [the] war,lamilkhama
868,תדיר,frequently,tadir
869,ענה,answered (m.s.),ana
870,קל,easy / light weight (m.s.),kal
871,טובה,good (f.s.) / favor,tova
872,הימים,the days,hayamim
873,לפעול,to act / to operate,lif'ol
874,בניית,building of (v.),bniyat
875,לשון,tongue / language,lashon
876,עשרות,dozens [literally: tens],asarot
876,עשרות,dozens of [literally: tens of],asrot
877,המערבי,the western (m.s.),hama'aravi
878,נבנה,was built (m.),nivna
878,נבנה,is built / we will build,nivne
879,המתקפה,the attack,hamitkafa
880,המרכזי,the central (m.s.),hamerkazi
881,תגיות,badges / labels / tags,tagiyot
882,באמת,really,be'emet
883,למה,why,lama
884,התובע,the prosecutor,hatove'a
885,הבא,next / the person who is coming (m.s.),haba
886,יכלו,could (pl.),yakhlu
887,מסוג,of a kind / of a class / of a type,misug
888,נמצאים,are found / are [at] (m.pl.),nimtsa'im
889,כדור,ball / pill,kadur
890,הורה,instructed (m.s.),hora
890,הורה,parent,hore
891,ניסה,tried (m.s.),nisa
892,הדת,the religion,hadat
893,כיבוש,occupation,kibush
894,לשלטון,into power / to/for the government,lashilton
894,לשלטון,to/for the power of / to/for the reign of,leshilton
895,גילה,her age / found out (m.s.) / joy,gila
896,ציון,note / mark / pointing out / grade,tsiyun
896,ציון,Zion,tsiyon
897,היצורים,the creatures,hayetsurim
898,שלנו,ours,shelanu
899,ושם,and a name,veshem
899,ושם,and there,vesham
900,הסיפור,the story,hasipur
901,במהירות,fast / rapidly / quickly,bimhirut
902,בר,wild / son / -able / bar,bar
903,צעירים,young (m.pl.),tse'irim
904,לצורך,for the purpose of,letsorekh
905,לטיפול,for treatment,letipul
905,לטיפול,for the treatment,latipul
906,צוות,team / staff,tsevet
907,משמעות,meaning,mashma'ut
908,מקומות,places,mekomot
909,העבדות,the slavery,ha'avdut
910,חושי,sensory,khushi
911,שער,gate,sha'ar
911,שער,hair,se'ar
912,החולים,the patients / the sick,hakholim
913,הטוב,the good (m.s.),hatov
914,לכיוון,to/in the direction of / for adjustment / for tuning,lekivun
914,לכיוון,in the direction / for the adjustment / for the tuning,lakivun
915,מאחורי,behind,me'akhorei
915,מאחורי,behind me,me'akhorai
916,תרופות,medications / drugs,trufot
917,מסוימת,specific (f.s.),mesuyemet
918,מעמד,class (social) / status / scene / pedestal,ma'amad
919,בשטח,in the area / in the field / in the territory,bashetakh
919,בשטח,in an area,beshetakh
920,זכתה,won (f.s.),zakhta
921,המחקר,the research,hamekhkar
922,ולעתים,and sometimes,ul'itim
923,הרכבת,the train,harakevet
923,הרכבת,assembly of,harkavat
924,הרוח,the wind / the spirit / the ghost,haruakh
925,לחיות,to live,likhyot
926,סיפור,story,sipur
927,אליה,to her,eleha
927,אליה,tail of a sheep [alya vekots ba: mixed blessing],alya
928,בשנה,in the year,bashana
928,בשנה,in a year / per year,beshana
929,הינו,he is / is (m.),hino
930,תוצאות,results / outcomes / consequences,totsa'ot
931,כולה,all of it (f.s.),kula
932,אורך,length / duration,orekh
933,תבלינים,spices,tavlinim
934,שלך,yours (m.s.),shelkha
934,שלך,yours (f.s.),shelakh
935,השעה,the hour / the time,hasha'a
936,שעה,hour / time,sha'a
937,לעמוד,to stand,la'amod
937,לעמוד,to page / [to/for] a pillar,le'amud
937,לעמוד,to the page / [to/for] the pillar,la'amud
938,הצעיר,the young (m.s.),hatsa'ir
939,וזאת,and this (f.),vezot
940,מידע,information,meyda
941,הציבור,the public,hatsibur
942,המצור,the siege,hamatsor
943,הפיקוד,the command,hapikud
944,צפון,north,tsafon
945,מגוון,variety,migvan
946,המקדש,the temple / the shrine,hamikdash
947,ביחס,in relation / regarding / at a ratio,beyakhas
948,משמש,used for / intended for (m.s.),meshamesh
949,צורות,shapes / forms,tsurot
950,עמדה,stood / was about to / endured / succeeded / insisted on (f.s.),amda
950,עמדה,position,emda
951,נושא,subject,nose
952,חלקים,parts / smooth (m.pl.),khalakim
953,התבלינים,the spices,hatavlinim
954,המוות,the death,hamavet
955,ייתכן,possible,yitakhen
956,פרט,detail / individual / except,prat
957,הקים,established / made someone stand,hekim
958,הפועלים,the workers,hapo'alim
959,הצפוני,the northern,hatsfoni
960,הדרומי,the southern,hadromi
961,יכולת,you could,yakholta
962,השד,the devil,hashed
962,השד,the breast,hashad
963,בטרם,before,beterem
964,הרגל,the leg,haregel
965,אינן,are not / are not here (f.pl.),einan
966,חד,sharp / one / uni-,khad
967,פועל,worker / operates (m.s.),po'el
967,פועל,verb,po'al
968,רמת,height of / level of,ramat
969,נהר,river,nahar
970,מזרח,east,mizrakh
971,העולמי,the global / the universal (m.s.),ha'olami
972,העברי,the Hebrew,ha'ivri
973,תבוסת,defeat,tvusa
974,בשעה,at [time] / per hour / in an hour,besha'a
